A1 A1. City (NAME AND CODE),"Q1 Q1. How old are you?
(Single Response Only)","Q2 Q2. Do you identify as? 

(Single Response Only)","Q3 Q3. What is the highest level of education you have completed?   

(Single Response Possible)","Q4 Q4. What is your employment status?
(Single Response Only)","Q5 Q5. What is your monthly household income?
(Single Response Only)","Q6 Q6. Do you think India is a digital superpower?
(Single Response Only)","Q7 Q7. Do you think India should have a more controlled model of internet governance with stronger government control and oversight?
(Single Response Only)","Q8 Q8. Do you think India is a globally competitive player in digital technologies?
(Single Response Possible)","Q9 Q9. Do you think digital innovations like the Unified Payments Interface (UPI) and Aadhar have improved the lives of the average Indian citizen?
(Single Response Only)","Q10 Q10. In which of these sectors do you think India has the most potential?
(READ OUT)
(Single Response Only)","Q11 Q11. Do you feel safer online this year than you did last year?
(Single Response Only)","Q12 Q12. How often do you accept third-party cookies on the websites that you visit?
(Single Response Only)","Q13 Q13. How often do you input accurate personal information such as age, name, and location when registering or signing up for online services?
(Single Response Possible)","Q14 Q14. How often do you use VPN services?
(Single Response Only)","Q15 Q15. How often do you read the privacy policies of online services before you sign up for them or use them?
(Single Response Only)","Q16 Q16. Are you satisfied with how online platforms explain their privacy policies?
(Single Response Only)","Q17 Q17. You received the following SMS on your mobile phone, “Dear HDFC Customer, your HDFC NET BANKING will be suspended today, please update your PAN card using the following link.” Would you:
(READ OUT)
(Single Response Only)","Q18 Q18. Should governments be able to access users’ personal data from online platforms if the government suspects any activity that may be harmful to national security?
(Single Response Only)","Q19 Q19. Should the government be able to access users’ personal data from online platforms in case of emergencies, such as natural disasters or pandemics?
(Single Response Only)","Q20 Q20. Should the government share anonymised data to home-grown Indian startups so that they can compete with their non-Indian counterparts?
(Single Response Only)","Q21 Q21. Should the government share anonymised data with Indian startups so that they can build tech solutions for defence and security applications?
(Single Response Only)","Q22 Q22. Should the government specify how your personal data is being used by it?
(Single Response Only)","Q23 Q23. Should private companies specify how your personal data is being used by them?

(Single Response Only)","Q24 Q24. In case of deliberate misuse of your personal data, should the entity responsible for the collection and processing of your data be penalized?

(Single Response Only)","Q25 Q25. In case of data breaches/unintentional leakages of your personal data, should the entity responsible for the collection and processing of your data be penalized?

(Single Response Only)","Q26 Q26. Your personal data, including your phone number, home, address, and personal health information are leaked through your insurance provider and sold on the web.
Should your insurance provider compensate you?
(Single Response Only)","Q27 Q27. You find out that your personal data is being sold online by cyber criminals, would you file a complaint with the police or other relevant authorities?
(Single Response Only)","Q28 Q28. Are you comfortable with your personal data being processed outside of India to provide, so that you can access online services like Google search, Twitter or Facebook?
(Single Response Only)","Q29 Q29. Are you comfortable with your personal data being shared outside of India to help with law enforcement purposes?
(Single Response Only)","Q30 Q30. Do you think personal data collected from you to provide a specific service should be erased after you have received these services?
(Single Response Only)","Q31 Q31. Should the government be able to censor/prohibit certain kinds of content online?
(Single Response Only)","Q32 Q32. Should the government be able to temporarily shut down internet services in certain areas for the purposes of national security?
(Single Response Only)","Q33 Q33. During a time of political unrest, should governments be able to temporarily shut down internet services to stop the spread of misinformation and reduce violence on the streets?
(Single Response Only)","Q34 Q34. Do you think VPN services should collect the personal data of users and submit them to national governments for national security and law enforcement purposes?
(Single Response Only)","Q35 Q35. Should foreign tech companies and online service providers abide by Indian data and individual privacy regulations?
(Single Response Only)",Q36 Q36. End-to-end encryption is a key feature of Whatsapp. Should WhatsApp let the Indian government override this and access users’ messages for national security?,"Q37 Q37. Which of the following statements do you agree with? Cryptocurrency is:
(READ OUT)
(Single Response Only)","Q38 Q38. Should the Indian government demand transparency from AI-based platforms?
(Single Response Only)","Q39 Q39. Should high-risk AI solutions be subject to trial mechanisms before being deployed for general use?
(Single Response Only)",T_Q40_1 Governments,T_Q40_2 Industry,T_Q40_3 Non-government organisations (NGOs),T_Q41_1 Governments,T_Q41_2 Industry,T_Q41_3 Non-government organisations (NGOs),"Q42 Q42. Do you think India’s current laws and institutions are sufficient to tackle current digital monopolies?

(Single Response Only)","T_Q43_1 Australia, Japan, United States (Quad)",T_Q43_2 G20,"T_Q43_3 Brazil, Russia, China, South Africa (BRICS)","T_Q43_4 Bangladesh, Bhutan, Myanmar, Nepal, Sri Lanka, Thailand (BIMSTEC)","T_Q43_5 UK, Canada, France, Germany, Italy, Japan, US, South Korea, Australia and South Africa  (G7 plus 4)","T_Q44_1 Australia, Japan, United States (Quad)",T_Q44_2 G20,"T_Q44_3 Brazil, Russia, China, South Africa (BRICS)","T_Q44_4 Bangladesh, Bhutan, Myanmar, Nepal, Sri Lanka, Thailand (BIMSTEC)","T_Q44_5 UK, Canada, France, Germany, Italy, Japan, US, South Korea, Australia and South Africa  (G7 plus 4)"
Dehradun,24-29 years,Male,Bachelor’s,Full-time employee,"50,001-75,000 Rupees",Yes,Yes,Yes,Yes,"Content creation (OTT, social media, YouTube etc)",Yes,Sometimes,Always,Never,Always,Yes,Ignore the message,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don’t know / Can’t say,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes
Patna,24-29 years,Female,Bachelor’s,Not currently employed,"50,001-75,000 Rupees",Yes,Yes,Yes,No,"Hardware development (semiconductors, electronics)",Yes,Sometimes,Sometimes,Sometimes,Always,Yes,Ignore the message,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,An alternative digital currency,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes
Ludhiana,18-23 years,Male,Higher secondary (12th),Student,"30,001-50,000 Rupees",Yes,Yes,Yes,Yes,"Content creation (OTT, social media, YouTube etc)",Don’t know / Can’t say,Always,Always,Sometimes,Always,Yes,Call your bank,Yes,Don’t know / Can’t say,Yes,Don’t know / Can’t say,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,An alternative digital currency,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes
Dehradun,24-29 years,Male,Higher secondary (12th),Self-employed/entrepreneur,"30,001-50,000 Rupees",Yes,Yes,No,Yes,"Content creation (OTT, social media, YouTube etc)",Yes,Sometimes,Sometimes,Sometimes,Always,Yes,Call your bank,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,An alternative digital currency,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
Patna,24-29 years,Male,Bachelor’s,Full-time employee,"50,001-75,000 Rupees",Yes,Yes,Yes,Yes,"Content creation (OTT, social media, YouTube etc)",Yes,Sometimes,Always,Sometimes,Always,Yes,Call your bank,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,An alternative digital currency,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes
Dehradun,18-23 years,Female,Bachelor’s,Part-time employee,"50,001-75,000 Rupees",Yes,Yes,No,Yes,"Content creation (OTT, social media, YouTube etc)",Yes,Sometimes,Never,Never,Sometimes,Yes,Ignore the message,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Don’t know / Can’t say,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
Ludhiana,30-35 years,Female,Bachelor’s,Not currently employed,"15,001-30,000 Rupees",Yes,Yes,Don’t know / Can’t say,Yes,"Content creation (OTT, social media, YouTube etc)",Yes,Always,Always,Sometimes,Sometimes,Yes,Ignore the message,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,An alternative digital currency,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No
Lucknow,18-23 years,Male,Bachelor’s,Student,"15,001-30,000 Rupees",Yes,Yes,Yes,Yes,"Hardware development (semiconductors, electronics)",Yes,Never,Sometimes,Sometimes,Sometimes,Yes,Ignore the message,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Primarily used for gambling and betting,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes
Dehradun,30-35 years,Female,Higher secondary (12th),Full-time employee,"50,001-75,000 Rupees",Yes,Yes,No,Yes,"Content creation (OTT, social media, YouTube etc)",Yes,Sometimes,Sometimes,Always,Sometimes,Yes,Ignore the message,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,An alternative digital currency,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
Ludhiana,30-35 years,Male,Bachelor’s,Full-time employee,"30,001-50,000 Rupees",Yes,Yes,Yes,Yes,"Content creation (OTT, social media, YouTube etc)",Yes,Sometimes,Always,Sometimes,Always,Yes,Call your bank,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,An alternative digital currency,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes
Lucknow,18-23 years,Male,Bachelor’s,Full-time employee,"15,001-30,000 Rupees",Yes,Yes,Yes,Yes,"Content creation (OTT, social media, YouTube etc)",Yes,Sometimes,Sometimes,Sometimes,Always,No,Call your bank,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,The precursor to a more revolutionary financial instrument,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
Patna,18-23 years,Male,Bachelor’s,Part-time employee,"30,001-50,000 Rupees",Yes,Yes,Yes,Yes,Software development and IT services,Yes,Sometimes,Always,Sometimes,Sometimes,Yes,Ignore the message,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,The precursor to a more revolutionary financial instrument,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
New Delhi,18-23 years,Female,Bachelor’s,Student,"More than 1,00,000 Rupees",Yes,Yes,Yes,Yes,Software development and IT services,Yes,Sometimes,Sometimes,Never,Never,Yes,Call your bank,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,An alternative digital currency,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
Indore,18-23 years,Male,Matriculation (10th),Self-employed/entrepreneur,"30,001-50,000 Rupees",Yes,No,Yes,Yes,Software development and IT services,Yes,Sometimes,Sometimes,Always,Always,Yes,Call your bank,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don’t know / Can’t say,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes
Ludhiana,24-29 years,Female,Diploma/Vocational Training,Full-time employee,"75,001-1,00,000 Rupees",Yes,Yes,Yes,Yes,"Content creation (OTT, social media, YouTube etc)",Yes,Sometimes,Sometimes,Always,Always,Yes,Call your bank,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,The precursor to a more revolutionary financial instrument,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Patna,30-35 years,Male,Higher secondary (12th),Full-time employee,"30,001-50,000 Rupees",Yes,Yes,Yes,Yes,"Content creation (OTT, social media, YouTube etc)",Yes,Sometimes,Sometimes,Sometimes,Always,Yes,Call your bank,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,The precursor to a more revolutionary financial instrument,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
Shimla,24-29 years,Female,Bachelor’s,Self-employed/entrepreneur,"30,001-50,000 Rupees",Yes,Yes,Yes,Yes,Software development and IT services,Yes,Sometimes,Always,Sometimes,Always,Yes,Call your bank,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Primarily used for gambling and betting,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No
Lucknow,24-29 years,Female,Higher secondary (12th),Student,"30,001-50,000 Rupees",Yes,Yes,Yes,Yes,"Content creation (OTT, social media, YouTube etc)",Yes,Sometimes,Never,Never,Sometimes,Yes,Call your bank,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,An alternative digital currency,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
New Delhi,24-29 years,Male,Bachelor’s,Full-time employee,"50,001-75,000 Rupees",Yes,Yes,Yes,Yes,Software development and IT services,No,Sometimes,Sometimes,Never,Always,Yes,Ignore the message,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Primarily used for gambling and betting,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
Indore,24-29 years,Female,Bachelor’s,Part-time employee,"30,001-50,000 Rupees",Yes,Yes,Yes,Yes,"Content creation (OTT, social media, YouTube etc)",Yes,Sometimes,Never,Sometimes,Sometimes,No,Ignore the message,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don’t know / Can’t say,Yes,Don’t know / Can’t say,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No
Patna,30-35 years,Male,Bachelor’s,Full-time employee,"50,001-75,000 Rupees",Yes,No,Yes,Yes,Software development and IT services,Yes,Sometimes,Always,Always,Sometimes,Yes,Call your bank,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,An alternative digital currency,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No
Lucknow,24-29 years,Male,Diploma/Vocational Training,Full-time employee,"30,001-50,000 Rupees",Yes,Yes,Yes,Yes,Software development and IT services,Yes,Sometimes,Always,Sometimes,Sometimes,Yes,Ignore the message,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,An alternative digital currency,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
Lucknow,24-29 years,Male,Bachelor’s,Full-time employee,"50,001-75,000 Rupees",Yes,Yes,Yes,Yes,"Hardware development (semiconductors, electronics)",Yes,Sometimes,Sometimes,Always,Never,Yes,Ignore the message,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Primarily used for gambling and betting,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
New Delhi,30-35 years,Male,Master’s or higher,Full-time employee,"50,001-75,000 Rupees",Yes,Yes,Yes,Yes,Software development and IT services,Don’t know / Can’t say,Always,Always,Always,Sometimes,Yes,Call your bank,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,An alternative digital currency,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No
Patna,24-29 years,Male,Higher secondary (12th),Full-time employee,"50,001-75,000 Rupees",Yes,Yes,Yes,Yes,"Content creation (OTT, social media, YouTube etc)",Yes,Always,Always,Always,Always,Yes,Call your bank,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,The precursor to a more revolutionary financial instrument,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Ludhiana,18-23 years,Male,Higher secondary (12th),Student,"15,001-30,000 Rupees",Yes,Yes,Yes,Yes,"Content creation (OTT, social media, YouTube etc)",Yes,Never,Sometimes,Sometimes,Sometimes,Yes,Ignore the message,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,The precursor to a more revolutionary financial instrument,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
New Delhi,30-35 years,Female,Matriculation (10th),Not currently employed,"5001-15,000 Rupees",Yes,Yes,Yes,Yes,Software development and IT services,Don’t know / Can’t say,Always,Always,Always,Sometimes,Yes,Call your bank,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,An alternative digital currency,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes
Indore,24-29 years,Male,Bachelor’s,Full-time employee,"50,001-75,000 Rupees",Yes,Yes,Yes,Yes,"Content creation (OTT, social media, YouTube etc)",Yes,Always,Sometimes,Never,Always,Yes,Ignore the message,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Primarily used for gambling and betting,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes
New Delhi,24-29 years,Female,Bachelor’s,Part-time employee,"50,001-75,000 Rupees",Yes,Yes,Yes,Yes,"Content creation (OTT, social media, YouTube etc)",Yes,Sometimes,Always,Always,Always,Yes,Call your bank,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,An alternative digital currency,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No
